Catalog,A.,D.,E.,Type Eng.,Type Ar.,Brand,Model Eng.,Group No.,Grpoup name Eng.,Grpoup name Ar.,Subgroup,Drawing No.,Drawing name Eng.,Drawing  name Ar.,Pos. No.,Producer ID,Q-ty on the drawing,Name Eng.,Name Ar.,OUR ID,Has photo,In stock,Is speial,Price,Special price
2.1.1.10.2,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1003, 1007",2,Cylinder head and intake line installation,تركيب الأسطوانة الرئيسية و خط السحب,37,"KG 1/8"". А12.016",1,Plug,فيشه,0000000128,0,0,0,0,0
2.1.1.10.2,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1003, 1007",2,Cylinder head and intake line installation,تركيب الأسطوانة الرئيسية و خط السحب,38,2.5Х10,2,Pin,بنز,0000000129,0,0,0,0,0
2.1.1.10.2,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1003, 1007",2,Cylinder head and intake line installation,تركيب الأسطوانة الرئيسية و خط السحب,39,М8-6gХ20,5,Bolt,مسمار,0000000130,0,0,0,0,0
2.1.1.10.2,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1003, 1007",2,Cylinder head and intake line installation,تركيب الأسطوانة الرئيسية و خط السحب,40,М8-6gХ35,4,Bolt,مسمار,0000000131,0,0,0,0,0
2.1.1.10.2,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1003, 1007",2,Cylinder head and intake line installation,تركيب الأسطوانة الرئيسية و خط السحب,41,8 65G 06,9,Washer,وردة,0000000132,0,0,0,0,0
2.1.1.10.2,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1003, 1007",2,Cylinder head and intake line installation,تركيب الأسطوانة الرئيسية و خط السحب,,240-1007100-B1,1,Rocker mechanism,ميكانزيم الكرسى,0000000133,0,0,0,0,0
2.1.1.10.2,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1003, 1007",2,Cylinder head and intake line installation,تركيب الأسطوانة الرئيسية و خط السحب,42,50-1007102-А1,1,Rocker shaft,عامود الكرسى,0000000134,0,0,0,0,0
2.1.1.10.2,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1003, 1007",2,Cylinder head and intake line installation,تركيب الأسطوانة الرئيسية و خط السحب,43,50-1007103-А,3,Rocker shaft spring,عامود الكرسى الحلزونى,0000000135,0,0,0,0,0
2.1.1.10.2,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1003, 1007",2,Cylinder head and intake line installation,تركيب الأسطوانة الرئيسية و خط السحب,44,50-1007175-B1,8,Adjusting screw,مسمار ظبط,0000000136,0,0,0,0,0
2.1.1.10.2,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1003, 1007",2,Cylinder head and intake line installation,تركيب الأسطوانة الرئيسية و خط السحب,45,50-1007182,2,Rocker shaft stopper,سدادة عامود الكرسى,0000000137,0,0,0,0,0
2.1.1.10.2,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1003, 1007",2,Cylinder head and intake line installation,تركيب الأسطوانة الرئيسية و خط السحب,46,50-1007183,2,Stopper washer,رودة وقوف,0000000138,0,0,0,0,0
2.1.1.10.2,2.,1.,1.,Parts,قطع غيار ,MTW,"BELARUS90,92",10,Diesel mechanisms,آليات الديزل ( مكونات الموتور  ),"1003, 1007",2,Cylinder head and intake line installation,تركيب الأسطوانة الرئيسية و خط السحب,47,50-1007212-А4,8,Valve rocker with bushing,صمام الكرسى مع البطانة المعدنية,0000000139,0,0,0,0,0
